date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-08-08,6:10 PM.,MIA,CIN,away,Roof Closed.,72,667725,3B,5,0,1,0,0,0,1,0,0,1,1,0.183,0.227,0.3,0.527,667725,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.21,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,,,,117.0,87.0,90.0,108.0,102.0,100.0,,0.143,0.448,0.112,0.284,0.012,0.03,-0.34,,0.12,-1.62,-4.32,90.6,90.3,86.4,,82.2,77.0,,,,0.238,0.429,0.159,,,,0.323,0.419,0.431,0.328,0.448,0.17,0.231,0.308,0.379,,,,,,,,,,,,,,,,,,,,,
2024-08-07,6:40 PM.,MIA,CIN,away,Roof Closed.,72,678368,3B,4,0,1,0,0,0,0,0,0,1,1,0.183,0.228,0.304,0.532,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,99.0,95.0,96.0,93.0,94.0,94.0,54.0,102.0,84.0,,,,100.0,105.0,104.0,67.0,98.0,91.0,,0.374,0.253,0.103,0.125,0.144,-0.41,1.23,,0.03,-3.5,-3.12,89.2,82.8,81.1,,77.7,73.7,0.326,0.488,0.296,0.247,0.454,0.133,,,,0.333,0.741,0.283,0.205,0.438,0.163,,,,,,,,,,,,,,,,,,,,,,0.233,0.433,0.286
2024-08-06,6:43 PM.,MIA,CIN,away,Roof Closed.,72,676974,3B,5,2,2,1,0,0,0,0,0,1,2,0.18,0.227,0.306,0.533,676974,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.74,57.0,98.0,98.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,86.0,88.0,88.0,,,,83.0,97.0,94.0,81.0,92.0,82.0,119.0,103.0,115.0,,,,0.021,0.394,,0.407,,0.179,-2.29,,-1.39,-0.21,,-2.48,94.1,,86.7,92.7,88.2,,0.233,0.6,0.235,0.33,0.648,0.139,,,,,,,,,,0.24,0.471,0.342,,,,,,,,,,,,,,,,,,,,,
2024-08-05,6:41 PM.,MIA,CIN,away,Roof Closed.,72,682610,3B,5,1,1,0,0,1,2,0,0,1,2,0.17,0.219,0.292,0.511,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,,,,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,,0.093,-3.28,-0.08,-0.99,-2.57,,-2.82,95.4,89.8,89.3,94.9,85.7,,0.27,0.595,0.306,0.325,0.714,0.175,0.27,0.554,0.109,,,,0.229,0.471,0.313,0.261,0.536,0.328,,,,,,,,,,,,,,,,,,,,,
2024-08-04,12:06 PM.,SF,CIN,home,Partly Cloudy.,85,592662,3B,2,0,0,0,0,0,0,0,0,2,1,0.168,0.22,0.267,0.487,592662,robbieray,Ray,Left,Robbie Ray,SFG,4.7,3.72,30.2,95.0,102.0,95.0,0.667,12.62,4.4,5.87,1.76,0.53,0.344,0.391,0.281,0.219,0.377,,,,,,,96.0,98.0,96.0,,,,99.0,91.0,91.0,,,,,0.528,,0.322,,,0.46,,,0.18,,,94.1,,,,88.4,,,,,0.167,0.367,0.264,,,,0.316,0.684,0.489,,,,0.148,0.222,0.458,,,,,,,,,,,,,133.0,96.0,100.0,0.15,-2.65,83.5,,,
2024-08-03,7:15 PM.,SF,CIN,home,Partly Cloudy.,83,690986,3B,3,0,0,0,0,0,0,0,0,2,1,0.172,0.224,0.273,0.497,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,84.0,95.0,95.0,98.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.577,,0.003,0.223,0.197,0.2,,,-11.71,-0.22,-1.64,92.5,,84.8,,88.2,80.6,0.287,0.435,0.215,0.249,0.425,0.23,,,,,,,,,,0.333,0.667,0.5,,,,,,,,,,0.274,0.452,0.277,,,,,,,,,
2024-07-31,7:21 PM.,CHC,CIN,home,Overcast.,85,543294,3B,0,0,0,0,0,0,0,0,1,0,0,0.177,0.231,0.281,0.512,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,,,,,,,0.355,0.127,,,0.131,0.387,-1.51,,-0.77,,0.52,-0.72,87.7,,80.9,87.6,,74.3,0.267,0.409,0.239,0.237,0.553,0.209,0.333,0.493,0.106,0.22,0.3,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,7:11 PM.,CHC,CIN,home,Clear.,87,657006,3B,3,1,0,0,0,0,0,1,1,0,2,0.177,0.223,0.281,0.504,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.022,0.033,0.38,,0.43,1.81,2.76,0.32,91.6,,86.2,91.6,83.3,79.9,0.222,0.222,0.172,0.253,0.396,0.223,0.292,0.458,0.182,0.0,0.0,0.2,,,,0.16,0.243,0.282,,,,,,,,,,,,,,,,,,,,,
2024-07-29,7:11 PM.,CHC,CIN,home,Clear.,84,592791,3B,4,0,1,1,0,0,0,0,0,3,2,0.183,0.222,0.29,0.512,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,104.0,111.0,113.0,66.0,106.0,96.0,74.0,104.0,92.0,104.0,116.0,120.0,92.0,103.0,98.0,0.109,0.296,0.251,0.155,0.147,0.043,-0.27,2.12,1.47,0.65,-1.04,-2.45,92.3,86.5,86.0,92.5,80.4,79.5,0.273,0.576,0.148,0.287,0.497,0.147,0.219,0.297,0.085,0.232,0.424,0.23,0.252,0.31,0.191,,,,,,,,,,,,,,,,,,,,,,0.183,0.296,0.317
2024-07-27,4:10 PM.,TB,CIN,away,Dome.,72,641793,3B,2,0,1,0,0,0,0,1,0,0,0,0.18,0.221,0.281,0.502,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,,,,0.148,0.221,,0.399,,,0.58,,-0.6,0.45,,,92.4,,,91.6,85.7,,,,,0.245,0.358,0.191,0.265,0.439,0.141,,,,,,,0.257,0.427,0.227,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,,,,,,,,,,0.406,0.594,0.115
2024-07-26,6:50 PM.,TB,CIN,away,Dome.,72,669358,3B,4,0,0,0,0,0,0,0,0,1,2,0.172,0.207,0.276,0.483,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,,,,111.0,96.0,100.0,,,,,0.479,,0.213,0.205,0.103,0.81,,,-0.08,1.71,2.88,95.6,,88.1,,87.3,83.6,0.115,0.115,0.276,0.252,0.37,0.221,,,,0.169,0.247,0.311,,,,0.164,0.4,0.222,,,,,,,,,,,,,,,,,,,,,
2024-07-24,12:22 PM.,ATL,CIN,away,Cloudy.,78,642216,3B,5,0,1,1,0,0,2,0,0,2,3,0.181,0.216,0.289,0.505,642216,allanwinans,Winans,Right,Allan Winans,ATL,15.26,7.05,7.2,98.0,68.0,92.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.182,0.303,0.497,59.0,108.0,102.0,,,,58.0,87.0,77.0,63.0,96.0,85.0,106.0,88.0,95.0,,,,0.231,0.156,,0.197,,0.415,-13.9,,-0.08,-5.3,,-4.23,90.0,,82.8,89.4,79.1,,0.333,0.778,0.27,0.6,1.4,0.0,0.222,0.444,0.133,,,,,,,0.6,1.0,0.533,,,,,,,,,,,,,,,,,,,,,
2024-07-22,7:21 PM.,ATL,CIN,away,Partly Cloudy.,86,625643,3B,4,0,1,0,0,0,0,0,0,0,0,0.179,0.217,0.282,0.499,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,,,,0.552,,0.294,0.116,0.038,1.19,,,1.45,1.61,-3.58,95.5,,86.1,,85.0,77.0,0.263,0.737,0.349,0.266,0.369,0.165,,,,0.151,0.264,0.364,,,,0.168,0.257,0.443,,,,,,,,,,,,,,,,,,,,,
2024-07-21,1:35 PM.,WSH,CIN,away,Partly Cloudy.,88,663623,3B,4,1,1,0,0,1,1,0,0,1,1,0.176,0.215,0.284,0.499,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.125,0.125,0.349,0.204,0.381,0.235,0.325,0.497,0.149,0.226,0.42,0.251,0.283,0.522,0.204,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,6:45 PM.,WSH,CIN,away,Cloudy.,78,669022,DH,4,0,1,0,0,0,0,0,0,2,3,0.171,0.213,0.243,0.456,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,,,,0.553,,0.158,0.196,0.093,-0.02,,,-0.77,0.62,-1.35,96.0,,85.9,,90.6,82.8,0.28,0.48,0.512,0.281,0.418,0.226,,,,0.218,0.296,0.34,,,,0.255,0.422,0.323,,,,,,,,,,,,,,,,,,,0.333,0.5,0.417
2024-07-19,6:45 PM.,WSH,CIN,away,Partly Cloudy.,85,571578,3B,3,1,0,0,0,0,0,0,1,1,0,0.167,0.211,0.242,0.453,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,76.0,107.0,98.0,0.338,0.076,0.192,0.343,0.016,0.034,-1.46,-0.37,-1.9,0.41,-2.3,-5.53,91.3,85.7,81.0,91.5,80.0,70.0,0.409,0.773,0.279,0.311,0.578,0.133,0.339,0.567,0.091,0.5,1.25,0.526,0.301,0.434,0.223,0.216,0.335,0.354,,,,,,,,,,,,,,,,0.001,4.71,63.2,,,
2024-07-14,1:40 PM.,MIA,CIN,home,Sunny.,90,669432,PH,1,0,0,0,0,0,0,0,0,0,2,0.175,0.209,0.254,0.463,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,,0.238,-0.26,,-0.36,-1.99,,-1.32,91.9,,85.6,91.5,82.4,,0.295,0.396,0.238,0.252,0.467,0.234,0.292,0.492,0.1,,,,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
2024-07-13,4:11 PM.,MIA,CIN,home,Partly Cloudy.,91,665795,3B,4,1,1,0,0,0,0,0,0,2,1,0.177,0.212,0.258,0.47,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,106.0,101.0,104.0,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,,,,0.091,0.274,,0.085,0.217,0.332,-1.63,,0.07,1.65,-0.03,0.15,96.3,,93.0,96.7,89.2,84.8,0.206,0.321,0.338,0.304,0.543,0.164,0.231,0.333,0.151,0.206,0.426,0.394,,,,0.129,0.226,0.313,,,,,,,,,,,,,,,,,,,,,
2024-07-12,7:11 PM.,MIA,CIN,home,Partly Cloudy.,84,630023,3B,3,1,1,0,0,0,0,0,0,0,1,0.172,0.21,0.259,0.469,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.71,30.0,97.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.301,0.443,,,,,,,69.0,97.0,84.0,100.0,97.0,97.0,154.0,97.0,106.0,,,,0.297,0.165,,0.39,,,-6.18,,-6.8,0.86,,,93.0,,,92.7,85.2,,,,,0.333,0.833,0.289,0.522,0.826,0.127,,,,,,,0.2,0.286,0.244,98.0,99.0,92.0,0.148,0.1,85.7,0.182,0.318,0.205,,,,,,,,,,,,
2024-07-11,1:11 PM.,COL,CIN,home,Partly Cloudy.,84,596295,3B,4,0,0,0,0,0,0,0,0,2,2,0.164,0.19,0.255,0.445,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,,,,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,,,,0.001,0.404,,0.167,,0.205,-1.23,,-42.96,-0.17,,-0.15,90.4,,81.1,90.1,83.8,,0.28,0.409,0.273,0.305,0.6,0.096,,,,0.22,0.368,0.269,,,,0.274,0.513,0.22,,,,,,,,,,,,,93.0,109.0,107.0,0.224,-0.08,77.6,,,
2024-07-10,7:14 PM.,COL,CIN,home,Clear.,79,607536,3B,4,2,3,1,0,0,0,0,0,1,1,0.176,0.204,0.275,0.479,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,,,,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,0.245,0.202,,0.227,,0.137,-1.51,,-1.33,-1.11,,-1.64,91.6,,86.1,91.4,86.9,,0.333,0.647,0.161,0.322,0.522,0.067,0.31,0.556,0.074,0.194,0.276,0.42,,,,0.316,0.589,0.162,,,,,,,,,,,,,128.0,102.0,107.0,0.188,0.07,83.5,,,
2024-07-09,7:11 PM.,COL,CIN,home,Overcast.,85,615698,DH,3,1,0,0,0,0,1,0,0,1,1,0.128,0.16,0.213,0.373,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,98.0,101.0,104.0,,,,79.0,95.0,89.0,,,,76.0,96.0,93.0,0.402,,0.135,,0.126,0.018,,-0.41,-2.0,,-0.77,1.81,,87.8,84.9,93.8,,79.6,0.222,0.222,0.167,,,,0.35,0.596,0.184,0.25,0.531,0.282,0.296,0.507,0.203,,,,109.0,94.0,97.0,0.32,0.4,86.5,0.206,0.314,0.234,,,,,,,,,,,,
2024-07-08,7:11 PM.,COL,CIN,home,Partly Cloudy.,87,663372,DH,4,0,0,0,0,0,0,0,0,2,2,0.136,0.156,0.227,0.383,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,108.0,107.0,113.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,,,,0.128,0.37,,0.254,0.101,0.147,0.63,,-0.45,-0.87,1.28,-1.02,94.6,,85.2,94.2,87.4,79.2,0.299,0.485,0.394,0.24,0.376,0.177,0.299,0.403,0.159,0.164,0.26,0.248,,,,0.355,0.523,0.226,,,,,,,,,,,,,,,,,,,0.156,0.375,0.35
2024-07-07,1:41 PM.,DET,CIN,home,Partly Cloudy.,86,669373,2B,4,0,0,0,0,0,1,0,0,2,2,0.15,0.171,0.25,0.421,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,,,,0.205,0.332,,0.149,,0.271,1.84,,1.25,0.78,,1.13,96.8,,86.3,96.6,88.7,,0.216,0.322,0.461,0.197,0.286,0.277,0.207,0.305,0.16,0.158,0.316,0.175,,,,0.169,0.364,0.346,,,,,,,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,
2024-07-06,4:11 PM.,DET,CIN,home,Partly Cloudy.,85,656412,3B,4,0,1,0,0,0,0,0,0,2,1,0.167,0.189,0.278,0.467,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.43,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.306,0.362,108.0,102.0,108.0,,,,91.0,94.0,89.0,80.0,93.0,90.0,115.0,106.0,110.0,,,,0.054,0.352,,0.396,,0.199,-0.58,,-4.02,0.89,,-0.86,94.0,,89.1,93.5,83.2,,0.286,0.405,0.268,0.218,0.437,0.247,0.545,0.727,0.083,,,,,,,0.171,0.314,0.43,,,,,,,,,,,,,,,,,,,,,
2024-07-05,7:17 PM.,DET,CIN,home,Partly Cloudy.,80,681857,3B,4,0,1,0,0,0,0,0,0,2,0,0.156,0.182,0.281,0.463,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,,,,0.205,0.234,,0.278,0.06,0.223,-0.39,,1.85,2.08,-3.32,-0.05,94.2,,86.5,94.2,84.8,79.0,0.222,0.344,0.429,0.277,0.386,0.101,0.284,0.385,0.076,0.304,0.652,0.295,,,,0.143,0.194,0.455,,,,,,,,,,,,,,,,,,,,,
2024-07-04,1:13 PM.,NYY,CIN,away,Partly Cloudy.,83,573186,3B,4,0,0,0,0,0,0,0,0,2,2,0.143,0.172,0.286,0.458,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,106.0,101.0,99.0,0.351,0.032,0.182,0.16,0.165,,-4.01,-0.26,-0.03,-2.37,-0.03,,89.9,88.1,,90.0,85.3,81.3,,,,0.455,0.636,0.259,0.306,0.466,0.12,0.0,0.0,0.265,0.296,0.519,0.187,0.258,0.386,0.272,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,0.309,0.515,0.313,,,,,,,,,
2024-07-03,7:09 PM.,NYY,CIN,away,Clear.,77,607074,3B,4,1,1,0,0,1,2,0,0,2,2,0.167,0.2,0.333,0.533,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,100.0,83.0,82.0,,0.494,0.035,0.26,0.083,0.129,0.05,-3.11,,-0.4,-1.32,1.44,95.4,91.8,85.5,,86.8,81.0,0.188,0.247,0.495,0.262,0.514,0.214,,,,0.281,0.531,0.276,0.353,0.647,0.255,0.199,0.361,0.393,,,,,,,,,,,,,,,,,,,,,
2024-07-02,7:10 PM.,NYY,CIN,away,Partly Cloudy.,79,661563,3B,3,0,0,0,0,0,0,0,1,0,2,0.15,0.19,0.2,0.39,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,128.0,96.0,102.0,,,,108.0,94.0,105.0,,,,,0.488,,0.259,,0.253,0.06,,,1.37,,0.37,96.6,,91.6,,87.5,,0.179,0.282,0.269,0.205,0.395,0.285,,,,,,,,,,0.171,0.312,0.315,,,,,,,,,,,,,,,,,,,,,
2024-06-30,1:14 PM.,STL,CIN,away,Sunny.,81,458681,3B,3,0,0,0,0,0,0,0,0,1,1,0.176,0.176,0.235,0.411,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.03,-0.46,-1.62,-1.98,-2.47,92.3,88.1,84.8,91.2,82.0,80.4,0.292,0.292,0.225,0.199,0.393,0.287,0.284,0.469,0.11,0.211,0.342,0.203,0.317,0.426,0.262,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.0
2024-06-29,1:18 PM.,STL,CIN,away,Partly Cloudy.,88,543243,3B,5,1,0,0,0,0,1,1,0,2,7,0.214,0.214,0.286,0.5,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.064,-0.05,0.19,1.64,0.94,0.7,-2.25,92.4,87.7,88.3,92.7,84.8,80.0,0.357,0.714,0.328,0.333,0.567,0.182,0.2,0.385,0.208,0.21,0.452,0.331,0.287,0.494,0.308,,,,,,,,,,,,,,,,,,,0.0,-2.42,75.4,0.142,0.205,0.444
2024-06-28,7:17 PM.,STL,CIN,away,Overcast.,86,669467,3B,4,0,0,0,0,0,0,0,0,1,3,0.333,0.333,0.444,0.777,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,,,,0.19,0.512,,0.172,,,1.34,,-0.25,-0.64,,,94.5,,,94.8,87.5,,,,,0.23,0.297,0.162,0.265,0.373,0.132,0.157,0.257,0.345,,,,0.294,0.435,0.282,,,,,,,,,,,,,88.0,102.0,109.0,0.126,0.42,79.5,,,
2024-06-27,6:47 PM.,STL,CIN,away,Partly Cloudy.,86,571945,3B,5,3,3,1,0,0,1,1,0,0,2,0.6,0.6,0.8,1.4,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,94.0,109.0,106.0,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,0.231,0.279,,0.283,0.116,0.085,0.23,,1.42,-1.19,-1.97,-4.2,93.2,,85.6,92.4,85.7,76.6,0.394,0.742,0.159,0.287,0.446,0.178,0.237,0.382,0.108,0.267,0.52,0.231,,,,0.301,0.506,0.164,,,,,,,,,,,,,,,,0.005,4.24,69.6,0.273,0.545,0.275
