date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/08/25,7:11 PM.,MIN,TEX,away,Partly Cloudy.,84,543243,2B,4,0,0,0,0,0,0,0,0,1,2,.276,.346,.462,.808,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,0.157,0.271,0.205,0.067,0.61,-0.46,3.25,-0.63,92.9,87.9,92.8,84.3,0.275,0.413,0.177,0.096,0.117,0.413,0.27,0.405,0.174,,,,118.0,102.0,102.0,0.131,0.001,1.3,-0.41,87.6,72.9,0.257,0.371,0.282,0.301,0.422,0.16399999999999998,0.265,0.368,0.278,91.0,98.0,101.0,0.168,0.87,79.6,,,,,,,,,,,,,,,
2023/08/24,6:11 PM.,MIN,TEX,away,Partly Cloudy.,84,641154,2B,5,1,1,0,0,1,1,0,0,2,0,.278,.348,.466,.814,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.211,0.1,2.08,1.34,-0.17,94.9,88.4,94.5,84.4,0.278,0.342,0.126,0.173,0.287,0.366,0.257,0.41,0.284,,,,,,,,,,,,,0.202,0.33,0.364,0.268,0.468,0.315,,,,93.0,110.0,114.0,0.125,0.25,82.5,,,,,,,,,,,,,,,
2023/08/22,6:40 PM.,AZ,TEX,away,Roof Closed.,76,668678,2B,5,0,2,1,0,0,0,0,0,2,2,.279,.349,.463,.812,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.286,0.714,0.125,0.25,0.389,0.265,0.21,0.336,0.314,121.0,104.0,112.0,106.0,99.0,94.0,0.092,0.227,-2.24,0.46,90.2,82.5,0.21,0.344,0.405,0.238,0.36,0.192,0.352,0.648,0.205,,,,,,,,,,,,,,,,,,,,,
2023/08/21,6:40 PM.,AZ,TEX,away,Roof Closed.,77,573009,2B,5,0,2,0,0,0,0,1,0,1,2,.278,.349,.461,.810,573009,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,91.0,106.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,,,,0.413,0.067,,0.242,-3.59,-0.67,,2.77,90.1,81.9,89.5,,0.308,0.615,0.125,,,,0.178,0.244,0.325,,,,,,,,,,,,,0.167,0.194,0.306,0.5,1.0,0.25,,,,101.0,103.0,100.0,0.278,2.47,80.3,,,,,,,,,,,,,,,
2023/08/20,1:37 PM.,MIL,TEX,home,Roof Closed.,74,605288,2B,5,0,1,0,0,0,0,0,0,2,1,.277,.348,.462,.810,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,88.0,92.0,93.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.471,0.238,0.166,0.04,0.29,0.46,-0.89,-2.07,93.4,84.3,92.1,82.3,0.296,0.396,0.129,0.258,0.484,0.284,0.294,0.471,0.2,,,,,,,,,,,,,0.269,0.538,0.127,0.227,0.34,0.237,,,,67.0,100.0,95.0,0.085,-1.08,79.4,,,,,,,,,,,,,,,
2023/08/19,3:07 PM.,MIL,TEX,home,Roof Closed.,74,642547,2B,4,0,0,0,0,0,0,0,0,2,2,.278,.350,.465,.815,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,117.0,104.0,110.0,,,,115.0,99.0,104.0,,0.512,0.218,0.146,0.89,,0.36,0.15,94.4,88.6,,82.4,,,,0.203,0.392,0.46,0.224,0.388,0.312,,,,,,,,,,,,,0.214,0.381,0.33799999999999997,0.213,0.387,0.292,,,,85.0,103.0,110.0,0.124,0.2,76.9,,,,,,,,,,,,,,,
2023/08/18,7:07 PM.,MIL,TEX,home,Roof Closed.,74,605540,2B,4,0,0,0,0,0,1,1,1,1,1,.280,.352,.468,.820,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,111.0,104.0,118.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.197,0.95,2.76,-0.33,3.2,95.8,85.8,95.0,86.9,0.193,0.281,0.124,0.278,0.611,0.268,0.098,0.118,0.38,,,,,,,,,,,,,0.182,0.455,0.409,0.177,0.385,0.314,,,,89.0,103.0,105.0,0.079,-0.01,82.9,,,,,,,,,,,,,,,
2023/08/16,7:07 PM.,LAA,TEX,home,Roof Closed.,74,672282,2B,4,0,1,1,0,0,0,0,0,0,0,.282,.353,.472,.825,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.432,0.319,0.054,-0.38,,0.91,-2.03,94.3,84.8,,88.7,,,,0.0,0.0,0.267,0.242,0.424,0.24600000000000002,,,,,,,,,,,,,0.191,0.326,0.28600000000000003,0.291,0.505,0.212,,,,93.0,94.0,105.0,0.194,0.14,74.7,,,,,,,,,,,,,,,
2023/08/15,7:08 PM.,LAA,TEX,home,Roof Closed.,74,608337,2B,4,1,1,0,1,0,1,0,1,2,1,.282,.354,.472,.826,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.283,-0.85,,-0.25,-0.2,93.1,80.9,,84.0,,,,0.236,0.438,0.345,0.209,0.442,0.35200000000000004,,,,,,,,,,,,,0.5,0.5,0.2,0.262,0.546,0.2,,,,81.0,76.0,78.0,0.015,-3.72,77.9,,,,,,,,,,,,,,,
2023/08/14,7:07 PM.,LAA,TEX,home,Roof Closed.,74,663776,2B,5,1,2,0,0,1,5,1,1,0,2,.283,.354,.470,.824,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,83.0,93.2,86.5,0.269,0.327,0.129,0.2,0.5,0.306,0.184,0.33,0.43200000000000005,,,,,,,,,,,,,0.286,0.286,0.237,0.336,0.507,0.156,,,,99.0,96.0,101.0,0.09,0.27,76.5,,,,,,,,,,,,,,,
2023/08/13,1:05 PM.,SF,TEX,away,Sunny.,72,657277,2B,4,0,2,0,0,0,0,0,1,0,0,.281,.352,.464,.816,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037,0.212,0.416,-1.37,0.31,0.11,2.18,92.6,87.5,92.3,84.3,0.313,0.481,0.10400000000000001,0.208,0.369,0.28600000000000003,0.225,0.309,0.228,,,,,,,,,,,,,,,,0.226,0.452,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/12,6:06 PM.,SF,TEX,away,Clear.,67,502171,2B,5,1,1,0,1,0,0,0,0,1,3,.280,.350,.464,.814,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,-3.47,0.33,-1.31,,95.8,,94.5,86.2,0.28,0.435,0.129,0.333,0.542,0.306,,,,115.0,95.0,103.0,,,,,0.162,,-1.38,,83.6,0.379,0.638,0.32,,,,,,,,,,,,,0.388,0.2,89.5,0.239,0.386,0.24600000000000002,78.0,103.0,103.0,,,,,,
2023/08/11,7:16 PM.,SF,TEX,away,Partly Cloudy.,64,518397,2B,4,0,2,0,0,0,0,0,0,1,0,.280,.351,.462,.813,518397,scottalexander,Alexander,Left,Scott Alexander,SFG,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.176,0.43,0.158,0.333,0.465,68.0,92.0,87.0,,,,84.0,101.0,97.0,110.0,103.0,103.0,0.758,,0.16,0.082,,0.64,1.06,0.57,,85.9,92.8,83.0,0.306,0.389,0.146,0.192,0.308,0.396,0.167,0.25,0.34600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/09,12:36 PM.,OAK,TEX,away,Sunny.,71,643493,2B,3,0,0,0,0,0,0,0,1,0,2,.278,.350,.462,.812,643493,austinpruitt,Pruitt,Right,Austin Pruitt,OAK,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,60.0,105.0,88.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,0.14,0.26,0.38,0.06,-1.17,3.55,0.34,1.29,91.8,87.1,91.3,87.6,0.216,0.297,0.135,0.238,0.365,0.245,0.308,0.385,0.2,,,,,,,,,,,,,0.143,0.314,0.22,0.344,0.469,0.182,,,,127.0,108.0,112.0,0.16,2.21,81.2,,,,,,,,,,,,,,,
2023/08/08,6:41 PM.,OAK,TEX,away,Clear.,66,676664,2B,5,1,2,0,0,0,1,0,0,2,1,.280,.351,.465,.816,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.346,0.151,-0.84,0.63,-0.06,0.36,93.1,84.1,92.1,81.4,,,,0.21,0.395,0.28300000000000003,0.277,0.438,0.225,,,,,,,,,,,,,,,,0.256,0.478,0.217,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/07,6:42 PM.,OAK,TEX,away,Clear.,70,686610,2B,3,0,0,0,0,0,0,0,2,0,1,.279,.350,.466,.816,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.543,0.271,0.166,-0.52,,-0.79,-1.4,93.3,84.2,,81.1,,,,0.218,0.423,0.32799999999999996,0.34,0.515,0.374,,,,,,,,,,,,,0.333,0.833,0.0,0.275,0.493,0.17800000000000002,,,,93.0,77.0,85.0,0.02,-3.62,74.5,,,,,,,,,,,,,,,
2023/08/06,1:37 PM.,MIA,TEX,home,Roof Closed.,74,645261,2B,4,2,2,0,0,1,1,1,0,0,1,.281,.350,.469,.819,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.273,-0.27,1.72,0.72,-0.43,98.0,91.1,97.6,89.9,0.237,0.366,0.124,0.227,0.364,0.35200000000000004,0.282,0.401,0.299,,,,,,,,,,,,,0.308,0.308,0.182,0.253,0.448,0.267,,,,134.0,99.0,105.0,0.022,-0.52,86.1,,,,,,,,,,,,,,,
2023/08/05,3:09 PM.,MIA,TEX,home,Roof Closed.,74,666277,2B,3,1,1,1,0,0,0,0,2,0,0,.279,.349,.462,.811,666277,georgesoriano,"Soriano, G",Right,George Soriano,MIA,3.81,4.51,52.0,95.0,98.0,95.0,0.735,9.0,3.98,7.96,1.04,1.07,0.203,0.453,0.149,0.351,0.429,93.0,96.0,98.0,87.0,90.0,82.0,,,,111.0,100.0,108.0,,0.405,0.379,0.215,-0.11,,0.68,0.64,94.6,88.9,,83.3,,,,0.162,0.365,0.38,0.22,0.32,0.32899999999999996,,,,,,,,,,,,,,,,0.315,0.411,0.177,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/04,7:08 PM.,MIA,TEX,home,Roof Closed.,74,666200,2B,4,1,1,1,0,0,1,0,0,2,2,.279,.346,.461,.807,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,0.04,0.457,0.289,0.21,0.93,-0.81,-0.26,-0.09,96.7,88.3,96.5,85.1,0.314,0.686,0.102,0.233,0.389,0.518,0.248,0.429,0.361,,,,68.0,87.0,76.0,0.004,,0.74,,91.4,,,,,0.232,0.384,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/03,1:07 PM.,CWS,TEX,home,Roof Closed.,74,657053,2B,3,2,1,0,0,1,1,0,1,0,0,.279,.347,.460,.807,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,,,,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,0.265,0.235,0.023,,-1.46,0.33,-6.26,,93.6,,92.9,86.6,0.3,0.412,0.095,0.333,1.333,0.35700000000000004,,,,,,,,,,,,,,,,0.115,0.184,0.35600000000000004,0.294,0.426,0.217,,,,108.0,99.0,104.0,0.288,1.81,76.1,0.189,-0.3,87.5,0.188,0.348,0.324,96.0,96.0,99.0,,,,,,
2023/08/02,7:07 PM.,CWS,TEX,home,Roof Closed.,74,656302,2B,5,3,2,0,0,1,2,0,1,0,3,.278,.346,.454,.800,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,120.0,101.0,108.0,,0.432,0.386,0.03,-0.15,,0.4,1.0,95.6,74.6,,86.3,,,,0.216,0.339,0.433,0.111,0.111,0.5379999999999999,83.0,94.0,99.0,,,,,0.152,,-1.83,,80.2,0.298,0.538,0.249,0.273,0.436,0.205,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/01,7:08 PM.,CWS,TEX,home,Roof Closed.,74,669947,2B,3,0,2,0,0,0,0,0,0,0,0,.277,.344,.448,.792,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,0.435,0.366,0.035,0.27,,-1.82,0.73,92.8,85.4,,85.4,,,,0.354,0.472,0.23399999999999999,0.111,0.111,0.154,,,,,,,,,,,,,0.245,0.469,0.34299999999999997,0.266,0.462,0.14,,,,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,,,,,,,,,
2023/07/30,1:11 PM.,SD,TEX,away,Partly Cloudy.,77,605483,2B,5,0,1,0,0,0,2,0,0,1,1,.274,.342,.447,.789,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,0.486,0.131,0.184,0.07,,0.68,2.65,95.5,86.7,,88.4,,,,0.123,0.26,0.536,0.185,0.266,0.46799999999999997,,,,,,,,,,,,,0.079,0.14,0.563,0.255,0.389,0.195,,,,106.0,102.0,110.0,0.198,2.55,81.0,,,,,,,,,,,,,,,
2023/07/29,5:40 PM.,SD,TEX,away,Clear.,74,506433,2B,3,0,0,0,0,0,0,0,1,1,4,.275,.344,.450,.794,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,0.186,0.167,0.363,0.001,-1.74,0.46,-0.68,-1.35,94.7,82.3,94.3,84.0,0.319,0.418,0.157,0.432,0.703,0.244,,,,105.0,111.0,112.0,93.0,95.0,99.0,0.089,0.066,2.4,3.06,90.9,79.3,0.13,0.203,0.391,0.253,0.538,0.159,0.2,0.32,0.196,97.0,94.0,104.0,0.051,1.37,72.3,0.077,1.21,89.2,0.167,0.217,0.4,95.0,104.0,100.0,,,,,,
2023/07/28,7:01 PM.,SD,TEX,away,Clear.,73,605397,2B,4,0,0,0,0,0,1,0,1,1,0,.277,.344,.453,.797,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,0.054,0.245,0.145,0.114,1.77,3.35,-2.03,-0.63,93.1,87.1,92.8,82.2,0.261,0.261,0.125,0.281,0.594,0.33899999999999997,0.267,0.333,0.406,,,,102.0,99.0,98.0,0.204,,1.68,,90.1,,0.207,0.329,0.34,0.205,0.273,0.222,0.302,0.429,0.13,134.0,107.0,110.0,0.239,0.77,81.3,,,,,,,,,,,,,,,
2023/07/26,7:12 PM.,HOU,TEX,away,Roof Closed.,73,664285,2B,3,3,3,0,0,1,2,0,0,0,0,.280,.346,.457,.803,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,0.468,0.001,0.087,0.157,-16.35,0.93,-0.32,0.73,95.7,90.1,95.3,84.7,0.274,0.455,0.126,0.189,0.405,0.43799999999999994,0.231,0.342,0.311,,,,99.0,99.0,95.0,0.034,,0.45,,89.1,,0.158,0.211,0.402,,,,0.182,0.182,0.435,118.0,98.0,106.0,0.253,1.07,80.2,,,,,,,,,,,,,,,
2023/07/25,7:10 PM.,HOU,TEX,away,Roof Closed.,73,641585,2B,4,1,2,0,0,0,0,0,0,0,1,.275,.340,.446,.786,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,,0.431,0.091,0.152,-0.26,,-2.09,2.51,93.0,81.8,,80.1,,,,0.25,0.533,0.298,0.183,0.237,0.308,,,,116.0,108.0,103.0,0.189,,0.33,,86.8,,0.145,0.273,0.42200000000000004,0.308,0.481,0.106,0.317,0.446,0.22,116.0,98.0,100.0,0.137,0.16,76.0,,,,,,,,,,,,,,,
2023/07/24,7:10 PM.,HOU,TEX,away,Roof Closed.,73,656232,2B,5,0,2,0,0,0,0,0,0,1,2,.273,.339,.445,.784,656232,brandonbielak,Bielak,Right,Brandon Bielak,HOU,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.394,90.0,100.0,98.0,73.0,97.0,87.0,78.0,99.0,88.0,99.0,93.0,95.0,0.214,0.306,0.118,0.247,-1.15,-0.12,-3.74,0.83,92.1,87.1,92.1,82.0,0.338,0.477,0.135,0.333,0.722,0.355,0.227,0.352,0.332,,,,,,,0.004,,-0.48,,84.4,,0.217,0.217,0.302,0.273,0.505,0.159,,,,101.0,90.0,88.0,0.111,-0.81,79.5,,,,,,,,,,,,,,,
2023/07/23,1:39 PM.,LAD,TEX,home,Roof Closed.,74,686218,2B,5,1,1,0,0,0,1,0,0,0,1,.271,.338,.446,.784,686218,emmetsheehan,Sheehan,Right,Emmet Sheehan,LAD,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,74.0,99.0,100.0,104.0,96.0,95.0,,,,112.0,98.0,103.0,,0.6,0.228,0.172,0.04,,1.57,0.51,95.4,82.9,,85.8,,,,0.091,0.182,0.41200000000000003,0.178,0.333,0.47600000000000003,,,,,,,,,,,,,,,,0.24,0.504,0.20199999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/22,3:07 PM.,LAD,TEX,home,Roof Closed.,72,676272,2B,4,1,1,0,0,1,1,0,0,0,1,.272,.340,.449,.789,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,105.0,100.0,117.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,0.192,0.289,0.174,0.16,1.2,1.75,-1.0,0.6,99.0,88.2,98.8,89.7,0.258,0.382,0.17800000000000002,0.5,0.75,0.25,0.133,0.307,0.39899999999999997,,,,,,,,,,,,,0.184,0.303,0.36,0.258,0.367,0.20600000000000002,,,,115.0,100.0,110.0,0.185,1.25,80.6,,,,,,,,,,,,,,,
2023/07/21,7:07 PM.,LAD,TEX,home,Roof Closed.,74,664062,2B,4,0,0,0,0,0,0,0,0,0,0,.272,.341,.444,.785,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,80.0,99.0,91.0,,,,90.0,103.0,108.0,,0.395,0.183,,1.42,,-0.82,,92.4,,,86.8,,,,0.268,0.439,0.253,,,,,,,,,,,,,,,,0.313,0.656,0.209,0.221,0.436,0.157,,,,107.0,83.0,90.0,0.151,-2.12,80.9,0.272,0.21,83.0,0.181,0.315,0.27,120.0,98.0,106.0,,,,,,
2023/07/19,1:08 PM.,TB,TEX,home,Roof Closed.,74,641793,2B,4,0,0,0,0,0,0,0,0,1,1,.275,.344,.448,.792,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,0.099,0.312,0.397,,0.57,0.28,0.34,,94.1,,92.9,87.1,0.237,0.342,0.063,0.25,0.417,0.3,,,,,,,,,,,,,,,,,,,0.26,0.44,0.22,,,,,,,,,,0.192,-1.3,84.3,0.268,0.415,0.281,115.0,107.0,118.0,,,,,,
2023/07/18,7:07 PM.,TB,TEX,home,Roof Closed.,74,671737,2B,4,2,3,0,0,1,1,0,0,0,0,.278,.347,.453,.800,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,131.0,101.0,109.0,,,,,,,0.001,0.449,,,-0.8,0.0,,,96.1,,97.8,,,,,,,,,,,,,,106.0,99.0,99.0,0.248,,-1.32,,88.9,,0.169,0.338,0.22399999999999998,0.277,0.559,0.191,0.312,0.581,0.295,88.0,107.0,111.0,0.167,0.04,79.0,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,
2023/07/17,7:07 PM.,TB,TEX,home,Roof Closed.,74,663556,2B,3,0,1,0,0,0,0,0,1,0,0,.273,.343,.442,.785,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,0.419,0.153,0.258,-0.34,,-0.27,2.65,96.8,86.9,,89.3,,,,0.261,0.58,0.29100000000000004,0.153,0.191,0.541,,,,,,,,,,,,,0.197,0.344,0.314,0.269,0.479,0.233,,,,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,
2023/07/16,1:39 PM.,CLE,TEX,home,Roof Closed.,74,676440,2B,2,3,1,0,0,1,1,0,2,0,0,.272,.342,.443,.785,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,0.27,0.166,0.6,,1.35,1.07,94.9,83.8,,84.7,,,,0.206,0.355,0.317,0.213,0.298,0.37799999999999995,,,,,,,,,,,,,0.271,0.479,0.233,0.243,0.348,0.19,,,,88.0,98.0,102.0,0.093,-1.11,78.3,,,,,,,,,,,,,,,
